# BUSCO version is: 5.5.0 
# The lineage dataset is: enterobacterales_odb10 (Creation date: 2024-01-08, number of genomes: 212, number of BUSCOs: 440)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
15960at91347	Complete	4987	28289	30118	+	851.7	494	https://v10-1.orthodb.org/?query=15960at91347	Glutamine--fructose-6-phosphate aminotransferase 
16772at91347	Complete	4987	21734	23275	+	864.2	432	https://v10-1.orthodb.org/?query=16772at91347	ATP synthase subunit alpha
16784at91347	Complete	5033	29883	31439	-	713.3	408	https://v10-1.orthodb.org/?query=16784at91347	Glutamate--cysteine ligase
16910at91347	Complete	4879	70141	71439	+	597.9	350	https://v10-1.orthodb.org/?query=16910at91347	Adenylosuccinate synthetase
17229at91347	Complete	4971	73689	74951	+	588.6	346	https://v10-1.orthodb.org/?query=17229at91347	Diaminopimelate decarboxylase
17277at91347	Complete	4921	15740	17014	+	626.9	343	https://v10-1.orthodb.org/?query=17277at91347	Zinc finger, ClpX C4-type
17608at91347	Complete	4987	50327	51730	+	712.9	383	https://v10-1.orthodb.org/?query=17608at91347	Chromosomal replication initiator protein DnaA
17649at91347	Complete	4987	24216	25598	+	808.9	398	https://v10-1.orthodb.org/?query=17649at91347	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
17778at91347	Complete	5048	8771	10144	-	810.7	418	https://v10-1.orthodb.org/?query=17778at91347	Argininosuccinate lyase
17858at91347	Complete	4264	18835	20484	+	865.0	472	https://v10-1.orthodb.org/?query=17858at91347	Glucose-6-phosphate isomerase
18389at91347	Complete	4965	43116	45263	+	826.9	553	https://v10-1.orthodb.org/?query=18389at91347	Phosphate acetyltransferase
18497at91347	Complete	4970	18473	19933	-	777.0	435	https://v10-1.orthodb.org/?query=18497at91347	Cardiolipin synthase A
18548at91347	Complete	5068	6888	8162	+	591.4	362	https://v10-1.orthodb.org/?query=18548at91347	Histidine--tRNA ligase
18659at91347	Complete	5084	22443	23702	+	851.9	388	https://v10-1.orthodb.org/?query=18659at91347	Transcription termination factor Rho
18707at91347	Complete	4901	98792	100279	+	687.8	413	https://v10-1.orthodb.org/?query=18707at91347	Transcription termination/antitermination protein NusA
19149at91347	Complete	4989	25013	26140	-	674.8	340	https://v10-1.orthodb.org/?query=19149at91347	Queuine tRNA-ribosyltransferase
19201at91347	Complete	4956	47167	48414	+	585.5	353	https://v10-1.orthodb.org/?query=19201at91347	UDP-N-acetylmuramate--L-alanine ligase
19461at91347	Complete	5082	44751	46136	-	651.0	391	https://v10-1.orthodb.org/?query=19461at91347	Cysteine--tRNA ligase
19548at91347	Complete	4580	2260	3513	+	736.4	366	https://v10-1.orthodb.org/?query=19548at91347	Serine hydroxymethyltransferase
19553at91347	Complete	4956	50156	51418	+	580.5	335	https://v10-1.orthodb.org/?query=19553at91347	Cell division protein FtsA
19608at91347	Complete	5082	73876	75750	-	1001.6	545	https://v10-1.orthodb.org/?query=19608at91347	Histidine kinase/HSP90-like ATPase
19761at91347	Complete	5052	11924	13255	+	665.1	370	https://v10-1.orthodb.org/?query=19761at91347	Protein translocase subunit SecY
19976at91347	Complete	4959	2982	4769	+	827.1	504	https://v10-1.orthodb.org/?query=19976at91347	Aspartate--tRNA ligase
20568at91347	Complete	4987	47320	48966	-	604.1	407	https://v10-1.orthodb.org/?query=20568at91347	Membrane protein insertase YidC
20637at91347	Complete	4901	27185	28630	+	762.8	453	https://v10-1.orthodb.org/?query=20637at91347	Metalloprotease TldD/PmbA
20863at91347	Missing
20969at91347	Complete	5021	43994	45268	+	631.9	366	https://v10-1.orthodb.org/?query=20969at91347	3-deoxy-D-manno-octulosonic-acid transferase, N-terminal
21870at91347	Complete	4603	3040	4575	-	732.9	425	https://v10-1.orthodb.org/?query=21870at91347	Probable lipid II flippase MurJ
21912at91347	Complete	5079	69657	71057	+	682.7	400	https://v10-1.orthodb.org/?query=21912at91347	Asparagine--tRNA ligase
22092at91347	Complete	5063	63068	64348	+	635.6	362	https://v10-1.orthodb.org/?query=22092at91347	Threonine synthase
22118at91347	Complete	5048	36139	37473	+	771.3	398	https://v10-1.orthodb.org/?query=22118at91347	ATP-dependent protease ATPase subunit HslU
22142at91347	Complete	4341	2028	3761	+	842.2	492	https://v10-1.orthodb.org/?query=22142at91347	Arginine--tRNA ligase
22239at91347	Complete	4235	5898	7322	+	731.1	408	https://v10-1.orthodb.org/?query=22239at91347	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
22268at91347	Complete	5023	5455	6819	+	672.9	405	https://v10-1.orthodb.org/?query=22268at91347	Signal recognition particle protein
22626at91347	Complete	5005	10011	12080	+	799.4	560	https://v10-1.orthodb.org/?query=22626at91347	Glycine--tRNA ligase beta subunit
23148at91347	Complete	4921	20249	22123	+	696.3	525	https://v10-1.orthodb.org/?query=23148at91347	Peptidylprolyl isomerase
23303at91347	Complete	5018	15924	17054	+	651.9	326	https://v10-1.orthodb.org/?query=23303at91347	Ribonucleotide reductase small subunit
23619at91347	Complete	4948	57030	58337	+	658.6	371	https://v10-1.orthodb.org/?query=23619at91347	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
23866at91347	Complete	4956	101750	103111	-	653.3	357	https://v10-1.orthodb.org/?query=23866at91347	Polymerase A arginine-rich C-terminal domain
24168at91347	Complete	5084	11258	12733	+	784.5	417	https://v10-1.orthodb.org/?query=24168at91347	ketol-acid reductoisomerase
24492at91347	Duplicated	4971	2402	3919	+	743.9	401	https://v10-1.orthodb.org/?query=24492at91347	Lysine--tRNA ligase
24492at91347	Duplicated	5081	18982	20499	+	738.1	407	https://v10-1.orthodb.org/?query=24492at91347	Lysine--tRNA ligase
25024at91347	Complete	4450	5469	7196	+	897.1	493	https://v10-1.orthodb.org/?query=25024at91347	PEP-utilising enzyme, C-terminal
25383at91347	Complete	4956	76868	78292	+	689.6	398	https://v10-1.orthodb.org/?query=25383at91347	Dihydrolipoyl dehydrogenase
25899at91347	Complete	4907	49352	50503	+	598.1	336	https://v10-1.orthodb.org/?query=25899at91347	Lipid-A-disaccharide synthase
26452at91347	Complete	4989	4687	6051	+	577.9	381	https://v10-1.orthodb.org/?query=26452at91347	Major facilitator superfamily
26874at91347	Complete	4987	51735	52835	+	380.2	291	https://v10-1.orthodb.org/?query=26874at91347	Beta sliding clamp
26959at91347	Complete	4934	30773	31936	-	602.9	345	https://v10-1.orthodb.org/?query=26959at91347	Phosphoglycerate kinase
26964at91347	Complete	5054	3299	4591	-	636.9	368	https://v10-1.orthodb.org/?query=26964at91347	Serine--tRNA ligase
27487at91347	Complete	4922	43855	45195	-	732.7	412	https://v10-1.orthodb.org/?query=27487at91347	Metalloprotease TldD/PmbA
27549at91347	Complete	5025	15743	17158	+	765.5	397	https://v10-1.orthodb.org/?query=27549at91347	DNA helicase, DnaB-like, N-terminal
27820at91347	Complete	4975	26685	28040	+	655.5	385	https://v10-1.orthodb.org/?query=27820at91347	Phospholipase D-like domain
28109at91347	Complete	4963	33889	35307	-	698.8	411	https://v10-1.orthodb.org/?query=28109at91347	Glutamate--tRNA ligase
29283at91347	Complete	4235	34419	35384	+	525.7	284	https://v10-1.orthodb.org/?query=29283at91347	Lipoyl synthase
29509at91347	Complete	5063	74946	76079	+	590.6	329	https://v10-1.orthodb.org/?query=29509at91347	Chaperone protein DnaJ
29648at91347	Complete	4450	1	1515	-	681.3	430	https://v10-1.orthodb.org/?query=29648at91347	DNA ligase
29797at91347	Complete	5023	16757	17917	-	503.4	334	https://v10-1.orthodb.org/?query=29797at91347	Chorismate mutase
29906at91347	Complete	4901	18606	19649	+	650.7	310	https://v10-1.orthodb.org/?query=29906at91347	rod shape-determining protein
30360at91347	Complete	5052	14994	15983	+	517.1	263	https://v10-1.orthodb.org/?query=30360at91347	DNA-directed RNA polymerase subunit alpha
30417at91347	Complete	4956	39309	40796	+	645.7	417	https://v10-1.orthodb.org/?query=30417at91347	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
30806at91347	Complete	4901	11725	13074	-	708.0	366	https://v10-1.orthodb.org/?query=30806at91347	Acetyl-CoA carboxylase, biotin carboxylase
30873at91347	Complete	4956	42145	43227	+	492.1	296	https://v10-1.orthodb.org/?query=30873at91347	Phospho-N-acetylmuramoyl-pentapeptide-transferase
30994at91347	Complete	4922	8107	9618	+	735.0	426	https://v10-1.orthodb.org/?query=30994at91347	leucyl aminopeptidase
31386at91347	Complete	4979	19115	20110	-	551.4	291	https://v10-1.orthodb.org/?query=31386at91347	Glyceraldehyde-3-phosphate dehydrogenase
31545at91347	Complete	4901	84445	85623	+	497.1	292	https://v10-1.orthodb.org/?query=31545at91347	GTPase Obg
31561at91347	Complete	4979	25016	26869	-	812.3	506	https://v10-1.orthodb.org/?query=31561at91347	Peptidase S49
31637at91347	Complete	5049	17016	18182	-	581.4	325	https://v10-1.orthodb.org/?query=31637at91347	tRNA-specific 2-thiouridylase
31738at91347	Complete	4965	28387	29724	-	724.6	375	https://v10-1.orthodb.org/?query=31738at91347	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
31787at91347	Complete	5085	84618	85712	+	535.9	313	https://v10-1.orthodb.org/?query=31787at91347	3-dehydroquinate synthase
32356at91347	Complete	4901	79764	81023	+	671.3	373	https://v10-1.orthodb.org/?query=32356at91347	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
32744at91347	Complete	5063	83961	84911	+	436.6	259	https://v10-1.orthodb.org/?query=32744at91347	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
33151at91347	Complete	5038	35988	37394	-	712.4	401	https://v10-1.orthodb.org/?query=33151at91347	6-phosphogluconate dehydrogenase
33224at91347	Complete	5056	57287	58480	+	683.2	348	https://v10-1.orthodb.org/?query=33224at91347	Tryptophan synthase beta chain
33442at91347	Complete	5056	55919	57277	+	632.4	397	https://v10-1.orthodb.org/?query=33442at91347	Indole-3-glycerol phosphate synthase
33787at91347	Complete	4901	91988	93094	+	587.2	317	https://v10-1.orthodb.org/?query=33787at91347	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
34836at91347	Complete	4907	46974	47999	+	517.2	290	https://v10-1.orthodb.org/?query=34836at91347	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
35016at91347	Complete	4963	1064	2149	-	569.0	311	https://v10-1.orthodb.org/?query=35016at91347	Chorismate synthase
35495at91347	Complete	4975	8185	9090	-	332.6	237	https://v10-1.orthodb.org/?query=35495at91347	GTPase Era
35539at91347	Complete	5005	9090	10001	+	498.0	265	https://v10-1.orthodb.org/?query=35539at91347	Glycine--tRNA ligase alpha subunit
35630at91347	Complete	4948	55794	56834	-	600.6	287	https://v10-1.orthodb.org/?query=35630at91347	Biotin synthase
35760at91347	Complete	4922	5538	6620	-	486.2	309	https://v10-1.orthodb.org/?query=35760at91347	LPS export ABC transporter permease LptG
35816at91347	Complete	5063	79096	80034	+	444.8	269	https://v10-1.orthodb.org/?query=35816at91347	Riboflavin kinase
35918at91347	Complete	4956	52733	53650	+	504.9	277	https://v10-1.orthodb.org/?query=35918at91347	UDP-3-O-acyl-N-acetylglucosamine deacetylase
36137at91347	Complete	5021	22449	23468	-	492.8	281	https://v10-1.orthodb.org/?query=36137at91347	Glycerol-3-phosphate dehydrogenase 
36271at91347	Fragmented	4618	1	1149	+	345.2	264	https://v10-1.orthodb.org/?query=36271at91347	exonuclease V subunit alpha
36292at91347	Complete	4934	29596	30675	-	592.6	323	https://v10-1.orthodb.org/?query=36292at91347	class II fructose-bisphosphate aldolase
36653at91347	Complete	5038	14355	15659	+	608.7	370	https://v10-1.orthodb.org/?query=36653at91347	Histidinol dehydrogenase
36667at91347	Complete	5048	39103	40065	-	514.1	278	https://v10-1.orthodb.org/?query=36667at91347	ATP-dependent 6-phosphofructokinase
37096at91347	Complete	4897	30416	31657	-	558.8	356	https://v10-1.orthodb.org/?query=37096at91347	Multifunctional CCA protein
37391at91347	Complete	5038	13416	14315	+	456.9	249	https://v10-1.orthodb.org/?query=37391at91347	ATP phosphoribosyltransferase
38001at91347	Complete	4956	51481	52632	+	649.5	320	https://v10-1.orthodb.org/?query=38001at91347	Cell division protein FtsZ
38133at91347	Complete	4956	43230	44546	+	593.9	375	https://v10-1.orthodb.org/?query=38133at91347	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
38228at91347	Complete	5011	81714	83012	+	702.8	373	https://v10-1.orthodb.org/?query=38228at91347	Enolase
38408at91347	Complete	5056	44831	45733	-	369.3	234	https://v10-1.orthodb.org/?query=38408at91347	Pseudouridine synthase
38762at91347	Complete	4965	24654	25631	-	530.9	273	https://v10-1.orthodb.org/?query=38762at91347	NADH-quinone oxidoreductase subunit H
38913at91347	Complete	4580	18761	19975	+	604.9	327	https://v10-1.orthodb.org/?query=38913at91347	Pyridoxal phosphate-dependent transferase
39012at91347	Complete	4907	39470	40672	+	579.9	348	https://v10-1.orthodb.org/?query=39012at91347	1-deoxy-D-xylulose 5-phosphate reductoisomerase
39499at91347	Complete	4997	1701	2648	-	508.8	275	https://v10-1.orthodb.org/?query=39499at91347	Ribose-phosphate pyrophosphokinase
40340at91347	Complete	5038	16714	17781	+	504.7	299	https://v10-1.orthodb.org/?query=40340at91347	Imidazoleglycerol-phosphate dehydratase
40851at91347	Complete	5068	3210	4376	+	573.4	322	https://v10-1.orthodb.org/?query=40851at91347	Dual-specificity RNA methyltransferase RlmN
40895at91347	Complete	4959	13340	14782	-	766.7	421	https://v10-1.orthodb.org/?query=40895at91347	Pyruvate kinase
40939at91347	Complete	4637	17789	18673	-	434.9	250	https://v10-1.orthodb.org/?query=40939at91347	Protease HtpX
41092at91347	Complete	4579	13340	14215	-	408.0	240	https://v10-1.orthodb.org/?query=41092at91347	Prolipoprotein diacylglyceryl transferase
41111at91347	Complete	4965	66831	68051	-	652.1	357	https://v10-1.orthodb.org/?query=41111at91347	Beta-ketoacyl synthase, C-terminal
42181at91347	Fragmented	4989	17109	17915	-	348.6	216	https://v10-1.orthodb.org/?query=42181at91347	Riboflavin biosynthesis protein RibD
42318at91347	Complete	4242	2925	3929	+	522.7	295	https://v10-1.orthodb.org/?query=42318at91347	Tryptophan--tRNA ligase
43000at91347	Complete	5048	851	1702	-	371.7	229	https://v10-1.orthodb.org/?query=43000at91347	Glutamate racemase
43106at91347	Complete	4956	45841	46887	+	476.8	289	https://v10-1.orthodb.org/?query=43106at91347	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
43407at91347	Complete	5068	5675	6796	+	672.7	337	https://v10-1.orthodb.org/?query=43407at91347	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
43441at91347	Complete	5031	22904	23857	-	476.1	272	https://v10-1.orthodb.org/?query=43441at91347	3-oxoacyl-
43537at91347	Complete	4897	17799	19544	-	765.1	484	https://v10-1.orthodb.org/?query=43537at91347	DNA primase
43538at91347	Complete	4980	7035	7985	+	421.9	262	https://v10-1.orthodb.org/?query=43538at91347	Glutathione synthetase
43976at91347	Complete	4235	28413	29525	+	621.7	326	https://v10-1.orthodb.org/?query=43976at91347	Probable peptidoglycan glycosyltransferase FtsW/RodA
44171at91347	Complete	5038	15656	16717	+	484.7	294	https://v10-1.orthodb.org/?query=44171at91347	Histidinol-phosphate aminotransferase
44707at91347	Complete	4989	10712	11611	+	400.1	245	https://v10-1.orthodb.org/?query=44707at91347	Polyprenyl synthetase
44837at91347	Complete	5079	97450	98733	-	630.0	364	https://v10-1.orthodb.org/?query=44837at91347	3-phosphoshikimate 1-carboxyvinyltransferase
45215at91347	Complete	5036	27126	28400	-	570.9	353	https://v10-1.orthodb.org/?query=45215at91347	Tyrosine--tRNA ligase
46153at91347	Complete	4956	26910	28001	-	609.7	323	https://v10-1.orthodb.org/?query=46153at91347	3-isopropylmalate dehydrogenase
46419at91347	Complete	4879	66975	68237	+	579.3	309	https://v10-1.orthodb.org/?query=46419at91347	Protein HflK
46906at91347	Complete	4235	9071	10018	+	434.0	244	https://v10-1.orthodb.org/?query=46906at91347	Transporter-associated domain
46945at91347	Complete	4921	4931	5818	-	376.3	247	https://v10-1.orthodb.org/?query=46945at91347	Protoheme IX farnesyltransferase
46977at91347	Complete	5085	35407	36513	+	515.6	305	https://v10-1.orthodb.org/?query=46977at91347	Aspartate-semialdehyde dehydrogenase
47034at91347	Complete	4987	26735	28105	+	658.0	393	https://v10-1.orthodb.org/?query=47034at91347	Hexapeptide repeat
47740at91347	Complete	5023	7926	8693	+	369.0	216	https://v10-1.orthodb.org/?query=47740at91347	tRNA (guanine-N1-)-methyltransferase, bacteria
47842at91347	Complete	4980	19963	21021	+	449.8	286	https://v10-1.orthodb.org/?query=47842at91347	A/G-specific adenine glycosylase
48197at91347	Complete	4965	58116	59384	-	560.0	359	https://v10-1.orthodb.org/?query=48197at91347	Mur ligase, C-terminal
48208at91347	Complete	5085	7222	8076	+	487.1	246	https://v10-1.orthodb.org/?query=48208at91347	RNA polymerase sigma factor RpoH
48224at91347	Complete	5084	42568	43524	-	438.6	268	https://v10-1.orthodb.org/?query=48224at91347	Porphobilinogen deaminase
48740at91347	Complete	4965	59460	60443	-	550.6	268	https://v10-1.orthodb.org/?query=48740at91347	Acetyl-CoA carboxylase
49226at91347	Complete	4901	91147	91995	+	417.6	244	https://v10-1.orthodb.org/?query=49226at91347	Dihydropteroate synthase
49244at91347	Complete	4897	20109	21122	+	482.8	279	https://v10-1.orthodb.org/?query=49244at91347	tRNA N6-adenosine threonylcarbamoyltransferase
49282at91347	Complete	4901	19720	20712	+	501.9	286	https://v10-1.orthodb.org/?query=49282at91347	Rod shape-determining protein MreC
49349at91347	Complete	5031	26687	27682	-	483.7	277	https://v10-1.orthodb.org/?query=49349at91347	Pseudouridine synthase
49353at91347	Complete	4879	68240	69244	+	517.7	284	https://v10-1.orthodb.org/?query=49353at91347	Protein HflC
49743at91347	Complete	4997	5861	6943	+	520.9	305	https://v10-1.orthodb.org/?query=49743at91347	Peptide chain release factor 1
49804at91347	Complete	4907	58328	59641	+	375.7	302	https://v10-1.orthodb.org/?query=49804at91347	tRNA(Ile)-lysidine synthase
50042at91347	Complete	5063	99734	100723	-	438.1	269	https://v10-1.orthodb.org/?query=50042at91347	4-hydroxythreonine-4-phosphate dehydrogenase
50332at91347	Complete	4879	74566	75297	+	374.7	219	https://v10-1.orthodb.org/?query=50332at91347	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
50585at91347	Complete	5085	60947	61720	+	275.1	197	https://v10-1.orthodb.org/?query=50585at91347	Pimeloyl-
51115at91347	Complete	4907	54612	55571	+	534.4	280	https://v10-1.orthodb.org/?query=51115at91347	Acetyl-CoA carboxylase, alpha subunit
51202at91347	Complete	4987	19548	20363	+	412.2	234	https://v10-1.orthodb.org/?query=51202at91347	ATP synthase subunit a
51348at91347	Complete	5079	98807	99895	-	546.8	320	https://v10-1.orthodb.org/?query=51348at91347	Pyridoxal phosphate-dependent transferase
52122at91347	Complete	5021	75800	76567	+	350.0	217	https://v10-1.orthodb.org/?query=52122at91347	Triosephosphate isomerase
52324at91347	Complete	4901	71630	72355	-	354.1	197	https://v10-1.orthodb.org/?query=52324at91347	ABC transporter ATP-binding protein
52332at91347	Complete	5052	4659	5480	+	452.0	238	https://v10-1.orthodb.org/?query=52332at91347	Ribosomal protein L2
52475at91347	Complete	4959	10888	12207	+	530.3	336	https://v10-1.orthodb.org/?query=52475at91347	Opacity-associated protein A
52476at91347	Complete	4987	45761	47125	-	565.5	372	https://v10-1.orthodb.org/?query=52476at91347	tRNA modification GTPase MnmE
52566at91347	Complete	4451	3984	4796	-	451.7	240	https://v10-1.orthodb.org/?query=52566at91347	Site-determining protein
