# BUSCO version is: 5.5.0 
# The lineage dataset is: enterobacterales_odb10 (Creation date: 2024-01-08, number of genomes: 212, number of BUSCOs: 440)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
14646at91347	Complete	NODE_23_length_86473_cov_18.877633	6634	8484	+	1013.0	531	https://v10-1.orthodb.org/?query=14646at91347	Dihydroxy-acid dehydratase
15307at91347	Complete	NODE_6_length_224352_cov_18.666855	208854	210224	+	756.9	403	https://v10-1.orthodb.org/?query=15307at91347	Adenylosuccinate lyase
15629at91347	Complete	NODE_7_length_201135_cov_19.102095	68317	71694	-	1247.9	915	https://v10-1.orthodb.org/?query=15629at91347	exonuclease V subunit gamma
15960at91347	Complete	NODE_21_length_100685_cov_19.804688	70370	72199	-	851.7	494	https://v10-1.orthodb.org/?query=15960at91347	Glutamine--fructose-6-phosphate aminotransferase 
16772at91347	Complete	NODE_21_length_100685_cov_19.804688	77213	78754	-	864.2	432	https://v10-1.orthodb.org/?query=16772at91347	ATP synthase subunit alpha
16784at91347	Complete	NODE_9_length_193741_cov_18.504183	71312	72868	+	713.3	408	https://v10-1.orthodb.org/?query=16784at91347	Glutamate--cysteine ligase
16910at91347	Complete	NODE_13_length_168725_cov_21.080155	98409	99707	-	597.9	350	https://v10-1.orthodb.org/?query=16910at91347	Adenylosuccinate synthetase
17229at91347	Complete	NODE_7_length_201135_cov_19.102095	92609	93871	-	588.6	346	https://v10-1.orthodb.org/?query=17229at91347	Diaminopimelate decarboxylase
17277at91347	Complete	NODE_5_length_245832_cov_18.562804	131590	132864	-	626.9	343	https://v10-1.orthodb.org/?query=17277at91347	Zinc finger, ClpX C4-type
17608at91347	Complete	NODE_21_length_100685_cov_19.804688	48829	50232	-	712.9	383	https://v10-1.orthodb.org/?query=17608at91347	Chromosomal replication initiator protein DnaA
17649at91347	Complete	NODE_21_length_100685_cov_19.804688	74890	76272	-	808.9	398	https://v10-1.orthodb.org/?query=17649at91347	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
17778at91347	Complete	NODE_22_length_94244_cov_19.699821	84627	86000	+	810.7	418	https://v10-1.orthodb.org/?query=17778at91347	Argininosuccinate lyase
17858at91347	Complete	NODE_15_length_163595_cov_23.801765	143130	144779	-	865.0	472	https://v10-1.orthodb.org/?query=17858at91347	Glucose-6-phosphate isomerase
18389at91347	Complete	NODE_2_length_391047_cov_19.755511	326715	328862	+	826.9	553	https://v10-1.orthodb.org/?query=18389at91347	Phosphate acetyltransferase
18497at91347	Complete	NODE_16_length_157941_cov_15.491664	138393	139853	+	777.0	435	https://v10-1.orthodb.org/?query=18497at91347	Cardiolipin synthase A
18548at91347	Complete	NODE_12_length_172642_cov_15.782778	95082	96356	-	591.4	362	https://v10-1.orthodb.org/?query=18548at91347	Histidine--tRNA ligase
18659at91347	Complete	NODE_23_length_86473_cov_18.877633	22256	23515	+	851.9	388	https://v10-1.orthodb.org/?query=18659at91347	Transcription termination factor Rho
18707at91347	Complete	NODE_19_length_114059_cov_20.720596	14765	16252	-	687.8	413	https://v10-1.orthodb.org/?query=18707at91347	Transcription termination/antitermination protein NusA
19149at91347	Complete	NODE_5_length_245832_cov_18.562804	173999	175126	-	674.8	340	https://v10-1.orthodb.org/?query=19149at91347	Queuine tRNA-ribosyltransferase
19201at91347	Complete	NODE_4_length_362292_cov_18.613426	135178	136653	-	695.8	417	https://v10-1.orthodb.org/?query=19201at91347	UDP-N-acetylmuramate--L-alanine ligase
19461at91347	Complete	NODE_5_length_245832_cov_18.562804	43592	44977	-	651.0	391	https://v10-1.orthodb.org/?query=19461at91347	Cysteine--tRNA ligase
19548at91347	Complete	NODE_12_length_172642_cov_15.782778	133030	134283	-	736.4	366	https://v10-1.orthodb.org/?query=19548at91347	Serine hydroxymethyltransferase
19553at91347	Complete	NODE_4_length_362292_cov_18.613426	132174	133436	-	580.5	335	https://v10-1.orthodb.org/?query=19553at91347	Cell division protein FtsA
19608at91347	Complete	NODE_5_length_245832_cov_18.562804	72717	74591	-	1001.6	545	https://v10-1.orthodb.org/?query=19608at91347	Histidine kinase/HSP90-like ATPase
19761at91347	Complete	NODE_36_length_26222_cov_25.452209	11069	12400	+	665.1	370	https://v10-1.orthodb.org/?query=19761at91347	Protein translocase subunit SecY
19976at91347	Complete	NODE_11_length_174078_cov_17.257407	119716	121503	-	827.1	504	https://v10-1.orthodb.org/?query=19976at91347	Aspartate--tRNA ligase
20568at91347	Complete	NODE_21_length_100685_cov_19.804688	51593	53239	+	604.1	407	https://v10-1.orthodb.org/?query=20568at91347	Membrane protein insertase YidC
20637at91347	Complete	NODE_19_length_114059_cov_20.720596	86298	87743	-	762.8	453	https://v10-1.orthodb.org/?query=20637at91347	Metalloprotease TldD/PmbA
20863at91347	Complete	NODE_18_length_127507_cov_21.938837	5619	6773	+	667.2	333	https://v10-1.orthodb.org/?query=20863at91347	S-adenosylmethionine synthetase
20969at91347	Complete	NODE_3_length_371046_cov_18.530575	281084	282358	+	631.9	366	https://v10-1.orthodb.org/?query=20969at91347	3-deoxy-D-manno-octulosonic-acid transferase, N-terminal
21870at91347	Complete	NODE_26_length_76564_cov_16.505262	48949	50484	-	732.9	425	https://v10-1.orthodb.org/?query=21870at91347	Probable lipid II flippase MurJ
21912at91347	Complete	NODE_17_length_146373_cov_17.419007	106373	107773	+	682.7	400	https://v10-1.orthodb.org/?query=21912at91347	Asparagine--tRNA ligase
22092at91347	Complete	NODE_4_length_362292_cov_18.613426	231804	233084	-	635.6	362	https://v10-1.orthodb.org/?query=22092at91347	Threonine synthase
22118at91347	Complete	NODE_22_length_94244_cov_19.699821	57263	58597	-	771.3	398	https://v10-1.orthodb.org/?query=22118at91347	ATP-dependent protease ATPase subunit HslU
22142at91347	Complete	NODE_11_length_174078_cov_17.257407	127091	128824	+	842.2	492	https://v10-1.orthodb.org/?query=22142at91347	Arginine--tRNA ligase
22239at91347	Complete	NODE_14_length_164446_cov_17.477931	102326	103750	-	731.1	408	https://v10-1.orthodb.org/?query=22239at91347	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
22268at91347	Complete	NODE_9_length_193741_cov_18.504183	174739	176103	+	672.9	405	https://v10-1.orthodb.org/?query=22268at91347	Signal recognition particle protein
22626at91347	Complete	NODE_3_length_371046_cov_18.530575	225144	227213	-	799.4	560	https://v10-1.orthodb.org/?query=22626at91347	Glycine--tRNA ligase beta subunit
23148at91347	Complete	NODE_5_length_245832_cov_18.562804	126481	128355	-	696.3	525	https://v10-1.orthodb.org/?query=23148at91347	Peptidylprolyl isomerase
23303at91347	Complete	NODE_2_length_391047_cov_19.755511	276657	277787	+	651.9	326	https://v10-1.orthodb.org/?query=23303at91347	Ribonucleotide reductase small subunit
23619at91347	Complete	NODE_8_length_195173_cov_17.201362	43489	44778	-	658.6	371	https://v10-1.orthodb.org/?query=23619at91347	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
23866at91347	Complete	NODE_4_length_362292_cov_18.613426	80381	81742	+	653.3	357	https://v10-1.orthodb.org/?query=23866at91347	Polymerase A arginine-rich C-terminal domain
24168at91347	Complete	NODE_23_length_86473_cov_18.877633	11071	12546	+	784.5	417	https://v10-1.orthodb.org/?query=24168at91347	ketol-acid reductoisomerase
24492at91347	Duplicated	NODE_7_length_201135_cov_19.102095	163641	165158	-	743.9	401	https://v10-1.orthodb.org/?query=24492at91347	Lysine--tRNA ligase
24492at91347	Duplicated	NODE_33_length_41171_cov_21.418553	21041	22558	-	738.1	407	https://v10-1.orthodb.org/?query=24492at91347	Lysine--tRNA ligase
25024at91347	Complete	NODE_12_length_172642_cov_15.782778	8325	10052	+	897.1	493	https://v10-1.orthodb.org/?query=25024at91347	PEP-utilising enzyme, C-terminal
25383at91347	Complete	NODE_4_length_362292_cov_18.613426	105300	106724	-	689.6	398	https://v10-1.orthodb.org/?query=25383at91347	Dihydrolipoyl dehydrogenase
25899at91347	Complete	NODE_4_length_362292_cov_18.613426	19167	20318	-	598.1	336	https://v10-1.orthodb.org/?query=25899at91347	Lipid-A-disaccharide synthase
26452at91347	Complete	NODE_5_length_245832_cov_18.562804	153663	155027	+	577.9	381	https://v10-1.orthodb.org/?query=26452at91347	Major facilitator superfamily
26874at91347	Complete	NODE_21_length_100685_cov_19.804688	47724	48824	-	380.2	291	https://v10-1.orthodb.org/?query=26874at91347	Beta sliding clamp
26959at91347	Complete	NODE_7_length_201135_cov_19.102095	198392	199555	-	602.9	345	https://v10-1.orthodb.org/?query=26959at91347	Phosphoglycerate kinase
26964at91347	Complete	NODE_8_length_195173_cov_17.201362	191032	192324	+	636.9	368	https://v10-1.orthodb.org/?query=26964at91347	Serine--tRNA ligase
27487at91347	Complete	NODE_13_length_168725_cov_21.080155	44044	45384	-	732.7	412	https://v10-1.orthodb.org/?query=27487at91347	Metalloprotease TldD/PmbA
27549at91347	Complete	NODE_15_length_163595_cov_23.801765	117885	119300	-	765.5	397	https://v10-1.orthodb.org/?query=27549at91347	DNA helicase, DnaB-like, N-terminal
27820at91347	Complete	NODE_12_length_172642_cov_15.782778	168975	170330	+	655.5	385	https://v10-1.orthodb.org/?query=27820at91347	Phospholipase D-like domain
28109at91347	Complete	NODE_2_length_391047_cov_19.755511	389293	390711	-	698.8	411	https://v10-1.orthodb.org/?query=28109at91347	Glutamate--tRNA ligase
29283at91347	Complete	NODE_14_length_164446_cov_17.477931	74264	75229	-	525.7	284	https://v10-1.orthodb.org/?query=29283at91347	Lipoyl synthase
29509at91347	Complete	NODE_4_length_362292_cov_18.613426	220073	221206	-	590.6	329	https://v10-1.orthodb.org/?query=29509at91347	Chaperone protein DnaJ
29648at91347	Complete	NODE_12_length_172642_cov_15.782778	2356	4371	-	826.3	538	https://v10-1.orthodb.org/?query=29648at91347	DNA ligase
29797at91347	Complete	NODE_9_length_193741_cov_18.504183	186075	187235	-	503.4	334	https://v10-1.orthodb.org/?query=29797at91347	Chorismate mutase
29906at91347	Complete	NODE_19_length_114059_cov_20.720596	95279	96322	-	650.7	310	https://v10-1.orthodb.org/?query=29906at91347	rod shape-determining protein
30360at91347	Complete	NODE_36_length_26222_cov_25.452209	14139	15128	+	517.1	263	https://v10-1.orthodb.org/?query=30360at91347	DNA-directed RNA polymerase subunit alpha
30417at91347	Complete	NODE_4_length_362292_cov_18.613426	142792	144279	-	645.7	417	https://v10-1.orthodb.org/?query=30417at91347	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
30806at91347	Complete	NODE_19_length_114059_cov_20.720596	101854	103203	+	708.0	366	https://v10-1.orthodb.org/?query=30806at91347	Acetyl-CoA carboxylase, biotin carboxylase
30873at91347	Complete	NODE_4_length_362292_cov_18.613426	140361	141443	-	492.1	296	https://v10-1.orthodb.org/?query=30873at91347	Phospho-N-acetylmuramoyl-pentapeptide-transferase
30994at91347	Complete	NODE_13_length_168725_cov_21.080155	8296	9807	+	735.0	426	https://v10-1.orthodb.org/?query=30994at91347	leucyl aminopeptidase
31386at91347	Complete	NODE_6_length_224352_cov_18.666855	121793	122788	+	551.4	291	https://v10-1.orthodb.org/?query=31386at91347	Glyceraldehyde-3-phosphate dehydrogenase
31545at91347	Complete	NODE_19_length_114059_cov_20.720596	29305	30483	-	497.1	292	https://v10-1.orthodb.org/?query=31545at91347	GTPase Obg
31561at91347	Complete	NODE_6_length_224352_cov_18.666855	115034	116887	+	812.3	506	https://v10-1.orthodb.org/?query=31561at91347	Peptidase S49
31637at91347	Complete	NODE_6_length_224352_cov_18.666855	206988	208154	+	581.4	325	https://v10-1.orthodb.org/?query=31637at91347	tRNA-specific 2-thiouridylase
31738at91347	Complete	NODE_2_length_391047_cov_19.755511	312095	313432	-	724.6	375	https://v10-1.orthodb.org/?query=31738at91347	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
31787at91347	Complete	NODE_3_length_371046_cov_18.530575	33534	34628	-	535.9	313	https://v10-1.orthodb.org/?query=31787at91347	3-dehydroquinate synthase
32356at91347	Complete	NODE_19_length_114059_cov_20.720596	33905	35164	-	671.3	373	https://v10-1.orthodb.org/?query=32356at91347	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
32744at91347	Complete	NODE_4_length_362292_cov_18.613426	211241	212191	-	436.6	259	https://v10-1.orthodb.org/?query=32744at91347	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
33151at91347	Complete	NODE_2_length_391047_cov_19.755511	91120	92526	-	712.4	401	https://v10-1.orthodb.org/?query=33151at91347	6-phosphogluconate dehydrogenase
33224at91347	Complete	NODE_6_length_224352_cov_18.666855	56687	57880	+	683.2	348	https://v10-1.orthodb.org/?query=33224at91347	Tryptophan synthase beta chain
33442at91347	Complete	NODE_6_length_224352_cov_18.666855	55319	56677	+	632.4	397	https://v10-1.orthodb.org/?query=33442at91347	Indole-3-glycerol phosphate synthase
33787at91347	Complete	NODE_19_length_114059_cov_20.720596	21603	22940	-	693.1	379	https://v10-1.orthodb.org/?query=33787at91347	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
34836at91347	Complete	NODE_4_length_362292_cov_18.613426	21671	22696	-	517.2	290	https://v10-1.orthodb.org/?query=34836at91347	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
35016at91347	Complete	NODE_2_length_391047_cov_19.755511	356362	357447	-	569.0	311	https://v10-1.orthodb.org/?query=35016at91347	Chorismate synthase
35495at91347	Complete	NODE_12_length_172642_cov_15.782778	150475	151380	-	332.6	237	https://v10-1.orthodb.org/?query=35495at91347	GTPase Era
35539at91347	Complete	NODE_3_length_371046_cov_18.530575	227223	228134	-	498.0	265	https://v10-1.orthodb.org/?query=35539at91347	Glycine--tRNA ligase alpha subunit
35630at91347	Complete	NODE_8_length_195173_cov_17.201362	44992	46032	+	600.6	287	https://v10-1.orthodb.org/?query=35630at91347	Biotin synthase
35760at91347	Complete	NODE_13_length_168725_cov_21.080155	5727	6809	-	486.2	309	https://v10-1.orthodb.org/?query=35760at91347	LPS export ABC transporter permease LptG
35816at91347	Complete	NODE_4_length_362292_cov_18.613426	216118	217056	-	444.8	269	https://v10-1.orthodb.org/?query=35816at91347	Riboflavin kinase
35918at91347	Complete	NODE_4_length_362292_cov_18.613426	129942	130859	-	504.9	277	https://v10-1.orthodb.org/?query=35918at91347	UDP-3-O-acyl-N-acetylglucosamine deacetylase
36137at91347	Complete	NODE_3_length_371046_cov_18.530575	259666	260685	-	492.8	281	https://v10-1.orthodb.org/?query=36137at91347	Glycerol-3-phosphate dehydrogenase 
36271at91347	Complete	NODE_7_length_201135_cov_19.102095	59937	61781	-	495.8	413	https://v10-1.orthodb.org/?query=36271at91347	exonuclease V subunit alpha
36292at91347	Complete	NODE_7_length_201135_cov_19.102095	197215	198294	-	592.6	323	https://v10-1.orthodb.org/?query=36292at91347	class II fructose-bisphosphate aldolase
36653at91347	Complete	NODE_2_length_391047_cov_19.755511	69487	70791	+	608.7	370	https://v10-1.orthodb.org/?query=36653at91347	Histidinol dehydrogenase
36667at91347	Complete	NODE_22_length_94244_cov_19.699821	54671	55633	+	514.1	278	https://v10-1.orthodb.org/?query=36667at91347	ATP-dependent 6-phosphofructokinase
37096at91347	Complete	NODE_18_length_127507_cov_21.938837	96340	97581	+	558.8	356	https://v10-1.orthodb.org/?query=37096at91347	Multifunctional CCA protein
37391at91347	Complete	NODE_2_length_391047_cov_19.755511	68548	69447	+	456.9	249	https://v10-1.orthodb.org/?query=37391at91347	ATP phosphoribosyltransferase
38001at91347	Complete	NODE_4_length_362292_cov_18.613426	130960	132111	-	649.5	320	https://v10-1.orthodb.org/?query=38001at91347	Cell division protein FtsZ
38133at91347	Complete	NODE_4_length_362292_cov_18.613426	139042	140358	-	593.9	375	https://v10-1.orthodb.org/?query=38133at91347	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
38228at91347	Complete	NODE_24_length_82793_cov_16.880446	52942	54240	+	702.8	373	https://v10-1.orthodb.org/?query=38228at91347	Enolase
38408at91347	Complete	NODE_6_length_224352_cov_18.666855	44231	45133	-	369.3	234	https://v10-1.orthodb.org/?query=38408at91347	Pseudouridine synthase
38762at91347	Complete	NODE_2_length_391047_cov_19.755511	308362	309339	-	530.9	273	https://v10-1.orthodb.org/?query=38762at91347	NADH-quinone oxidoreductase subunit H
38913at91347	Complete	NODE_12_length_172642_cov_15.782778	116568	117782	-	604.9	327	https://v10-1.orthodb.org/?query=38913at91347	Pyridoxal phosphate-dependent transferase
39012at91347	Complete	NODE_4_length_362292_cov_18.613426	28998	30200	-	579.9	348	https://v10-1.orthodb.org/?query=39012at91347	1-deoxy-D-xylulose 5-phosphate reductoisomerase
39499at91347	Complete	NODE_30_length_56469_cov_15.087583	36643	37590	+	508.8	275	https://v10-1.orthodb.org/?query=39499at91347	Ribose-phosphate pyrophosphokinase
40340at91347	Complete	NODE_2_length_391047_cov_19.755511	71846	72913	+	504.7	299	https://v10-1.orthodb.org/?query=40340at91347	Imidazoleglycerol-phosphate dehydratase
40851at91347	Complete	NODE_12_length_172642_cov_15.782778	98868	100034	-	573.4	322	https://v10-1.orthodb.org/?query=40851at91347	Dual-specificity RNA methyltransferase RlmN
40895at91347	Complete	NODE_11_length_174078_cov_17.257407	109703	111145	+	766.7	421	https://v10-1.orthodb.org/?query=40895at91347	Pyruvate kinase
40939at91347	Complete	NODE_11_length_174078_cov_17.257407	83429	84313	-	434.9	250	https://v10-1.orthodb.org/?query=40939at91347	Protease HtpX
41092at91347	Complete	NODE_7_length_201135_cov_19.102095	74511	75386	-	408.0	240	https://v10-1.orthodb.org/?query=41092at91347	Prolipoprotein diacylglyceryl transferase
41111at91347	Complete	NODE_2_length_391047_cov_19.755511	350436	351656	-	652.1	357	https://v10-1.orthodb.org/?query=41111at91347	Beta-ketoacyl synthase, C-terminal
42181at91347	Complete	NODE_5_length_245832_cov_18.562804	166085	167188	-	564.3	313	https://v10-1.orthodb.org/?query=42181at91347	Riboflavin biosynthesis protein RibD
42318at91347	Complete	NODE_3_length_371046_cov_18.530575	28811	29815	-	522.7	295	https://v10-1.orthodb.org/?query=42318at91347	Tryptophan--tRNA ligase
43000at91347	Complete	NODE_22_length_94244_cov_19.699821	93069	93920	+	371.7	229	https://v10-1.orthodb.org/?query=43000at91347	Glutamate racemase
